연도,가수,앨범,제목,작사,가사
2019,BLACKPINK,KILL THIS LOVE,Don't Know What To Do,TEDDY,잠깐 누가 시간을 좀 멈춰봐 뭔가 크게 어긋난 걸 난 느껴 애써 어색하게 웃어보다 이젠 그런 내가 안쓰러워 아냐 괜찮다고 말하지만 Don’t know what to do without you 하찮은 이곳에 홀로 남아 그려본 네 기억은 Blue 사람은 변해 왜 나만 이래 오늘처럼 예쁜 날에 어떻게 이렇게 모든 게 벅차기만 해 Don’t know what to do Don’t know what to do without you Don’t know what to do without you Don’t know what to do without you You know I Don’t know what to do Don’t know what to do 잠깐 왔다 떠난 사람들처럼 그냥 우린 아니었던 거지 뭐 혹시라도 전화가 울릴까 봐 괜한 기댈 하는 내가 미워 자꾸 똑딱 거리는 시계 소리가 유난히 거슬려 꽤나 멀쩡해 보이지만 Don’t know what to do without you 이런 내 맘 거울에 들킬까 봐 그려본 내 입술은 Blue 혼자가 편해 난 그냥 그래 오늘처럼 예쁜 날에 어떻게 이렇게 모든 게 벅차기만 해 Don’t know what to do Don’t know what to do without you Don’t know what to do without you Don’t know what to do without you You know I Don’t know what to do Don’t know what to do without you 아냐 괜찮다고 말하지만 Don’t know what to do without you 하찮은 이곳에 홀로 남아 그려본 네 기억은 Blue
2019,BLACKPINK,KILL THIS LOVE,Kick It,"TEDDY, Danny Chung, TAEO","결론이 뭔데 또 그래서 어쩌겠다는 건데 I’ll break ya break ya heart Never asked for much 애써 노력 따윈 마 쉽게 뱉은 말 주워 담지마 I ain’t nothin’ like The same same girls that you’ve had 그래 난 멋대로 해 어두운 밤이 날 감싸지만 이제서야 나를 위해서 춤을 출 수 있어 너란 벽을 넘어서 I’ll kick it if you’re down kick it if you down Can I kick it 캄캄한 저 하늘 위에 한바탕 난리를 치며 불을 지를 거야 Can I kick it 너라는 세상을 부숴버리고 나 환하게 눈부셔 버릴 거야 And I’m letting it all out 잃을 건 없잖아 이젠 나를 찾을 거라고 나 혼자여도 괜찮아 불쌍해하지 마 이젠 너를 잊을 거라고 Never needed nothin’ else Just a lil love from myself When you couldn’t be the one to help Had to kick it and I did it tell whoever you wanna tell Get kicked to the curb, ya kicked out Never kick a girl when she kicked down Who you gon kiss now Know you gon miss how I move From the top to the bottom of my kicks now 어두운 밤이 날 감싸지만 이제서야 나를 위해서 춤을 출 수 있어 너란 벽을 넘어서 I’ll kick it if you’re down kick it if you down Can I kick it 캄캄한 저 하늘 위에 한바탕 난리를 치며 불을 지를 거야 Can I kick it 너라는 세상을 부숴버리고 나 환하게 눈부셔 버릴 거야 And I’m letting it all out 잃을 건 없잖아 이젠 나를 찾을 거라고 나 혼자여도 괜찮아 불쌍해하지 마 이젠 너를 잊을 거라고 결론이 뭔데 또 그래서 어쩌겠다는 건데 답답한 너의 세상에서 벗어나 높이 날아갈 테니까 I’ll kick it how I wanna kick it when I wanna kick it No you can’t tell me not to kick it Cause I’m bout to kick it I’ll kick it how I wanna kick it when I wanna kick it No you can’t tell me not to kick it Cause I’m bout to kick it And I’m letting it all out 잃을 건 없잖아 이젠 나를 찾을 거라고 나 혼자여도 괜찮아 불쌍해하지 마 이젠 너를 잊을 거라고"
2019,BLACKPINK,KILL THIS LOVE,아니길 (Hope Not),"TEDDY, MASTA WU",시원한 바람 부는 창가에 앉아 먼 하늘 바라보며 너를 그려 난 어쩔 수 없는 난 바보인가 봐 사계절이 바뀌어도 변하지 않아 후회한 들 소용없다 해도 난 널 애타게 생각해 (I was wrong) 아무 일도 없는 것처럼 웃어줄게 널 만나면 For you 난 아파도 좋아 함께하는 동안 너에게 상처만 남겨준 나니까 But you 네가 원한 사랑 나보다 나은 사람 만나 행복해 날 잊을 만큼 만은 아니길 저 고요한 달빛에 잠 못 드는 밤 아무리 기다려도 넌 오질 않아 내 옆엔 초라한 빈자리 하나 난 더 이상 혼자가 낯설지 않아 후회한 들 소용없다 해도 난 널 애타게 생각해 (I was wrong) 아무 일도 없는 것처럼 웃어줄게 널 만나면 For you 난 아파도 좋아 함께하는 동안 너에게 상처만 남겨준 나니까 But you 네가 원한 사랑 나보다 나은 사람 만나 행복해 날 잊을 만큼 만은 아니길 여전히 이곳에서 널 잊지 못해 For you 난 아파도 좋아 함께하는 동안 너에게 상처만 남겨준 나니까 But you 네가 원한 사랑 나보다 나은 사람 만나 행복해 날 잊을 만큼 만은 아니길
2020,BLACKPINK,Ice Cream,Ice Cream (With Selena Gomez),"Bekuh BOOM, Victoria Monet, TEDDY",Come a little closer cause you looking thirsty Imma make it better sip it like a Slurpee Snow cone chilly Get it free like Willy In the jeans like Billie You be poppin’ like a wheelie Even in the sun you know I keep it icy You could take a lick but it’s too cold to bite me Brrr brrr frozen You’re the one been chosen Play the part like Moses Keep it fresh like roses Look so good yeah look so sweet Looking good enough to eat Coldest with this kiss so he call me ice cream Catch me in the fridge right where the ice be Look so good yeah look so sweet Baby you deserve a treat Diamonds on my wrist so he call me ice cream You can double dip cause I know you like me Ice cream chillin’ chillin’ Ice cream chillin’ Ice cream chillin’ chillin’ Ice cream chillin’ I know that my heart could be so cold But I’m sweet for you come put me in a cone You’re the only touch yeah they get me melting He’s my favorite flavor always gonna pick him You’re the cherry piece just stay on top of me so I can’t see nobody else for me no Get it flip it scoop it Do it like that ah yeah ah yeah Like it love it lick it Do it like lalala oh yeah Look so good yeah look so sweet Looking good enough to eat Coldest with this kiss so he call me ice cream Catch me in the fridge right where the ice be Look so good yeah look so sweet Baby you deserve a treat Diamonds on my wrist so he call me ice cream You can double dip cause I know you like me Ice cream chillin’ chillin’ Ice cream chillin’ Ice cream chillin’ chillin’ Ice cream chillin’ Ice cream chillin’ chillin’ Ice cream chillin’ Ice cream chillin’ chillin’ Ice cream Chillin’ like a villain yeah ra ra ra 미친 미친듯한 속도 in my La Fera 너무 빨러 너는 삐끗 원한다면 그냥 지름 Millis Billis 매일 벌음 한여름 손목에 얼음 Keep it movin’ like my lease up Think you fly boy where ya visa Mona Lisa kinda Lisa Needs an ice cream man that treats her Keep it movin’ like my lease up Think you fly boy where ya visa Mona Lisa kinda Lisa Needs an ice cream man that treats her Na na na na na na na na na na na na Ice on my wrist yeah I like it like this Get the bag with the cream If you know what I mean Ice cream Ice cream Ice cream chillin’ Na na na na na na na na na na na na Ice on my wrist yeah I like it like this And I’m nice with the cream If you know what I mean Ice cream Ice cream Ice cream
2020,BLACKPINK,How You Like That,How You Like That,"TEDDY, Danny Chung","보란 듯이 무너졌어 바닥을 뚫고 저 지하까지 옷 끝자락 잡겠다고 저 높이 두 손을 뻗어봐도 다시 캄캄한 이곳에 light up the sky 네 두 눈을 보며 I’ll kiss you goodbye 실컷 비웃어라 꼴좋으니까 이제 너희 하나 둘 셋 Ha how you like that? You gon’ like that that that that that How you like that? How you like that that that that that  Now look at you now look at me Look at you now look at me Look at you now look at me How you like that Now look at you now look at me Look at you now look at me Look at you now look at me How you like that Your girl need it all and that’s a hundred 백 개 중에 백 내 몫을 원해 Karma come and get some 딱하지만 어쩔 수 없잖아 What’s up, I’m right back 방아쇠를 cock back Plain Jane get hijacked Don’t like me? Then tell me how you like that  더 캄캄한 이곳에 shine like the stars 그 미소를 띠며 I’ll kiss you goodbye 실컷 비웃어라 꼴좋으니까 이제 너희 하나 둘 셋 Ha how you like that? You gon’ like that that that that that How you like that? How you like that that that that that Now look at you now look at me Look at you now look at me Look at you now look at me How you like that Now look at you now look at me Look at you now look at me Look at you now look at me How you like that 날개 잃은 채로 추락했던 날 어두운 나날 속에 갇혀 있던 날 그때쯤에 넌 날 끝내야 했어 Look up in the sky it’s a bird it’s a plane Bring out your boss bish BLACKPINK! How you like that You gon’ like that How you like that"
2020,BLACKPINK,THE ALBUM,Lovesick Girls,"TEDDY, LØREN, Danny Chung, 지수, 제니","영원한 밤 창문 없는 방에 우릴 가둔 love What can we say 매번 아파도 외치는 love 다치고 망가져도 나 뭘 믿고 버티는 거야 어차피 떠나면 상처투성인 채로 미워하게 될걸 끝장을 보기 전 끝낼 순 없어 이 아픔을 기다린 것처럼 아마 다 잠깐 일지도 몰라 우린 무얼 찾아서 헤매는 걸까 But I don’t care I’ll do it over and over 내 세상 속엔 너만 있으면 돼 We are the lovesick girls 네 멋대로 내 사랑을 끝낼순 없어 We are the lovesick girls 이 아픔 없인 난 아무 의미가 없어 But we were born to be alone Yeah we were born to be alone Yeah we were born to be alone But why we still looking for love No love letters, no x and o’s No love never, my exes know No diamond rings, that set in stone To the left, better left alone Didn’t wanna be a princess, I’m priceless A prince not even on my list Love is a drug that I quit No doctor could help when I’m lovesick 아마 다 잠깐 일지도 몰라 우린 무얼 찾아서 헤매는 걸까 불안한 내 눈빛 속에 널 담아 아프더라도 너만 있으면 돼 We are the lovesick girls 네 멋대로 내 사랑을 끝낼 순 없어 We are the lovesick girls 이 아픔 없인 난 아무 의미가 없어 But we were born to be alone Yeah we were born to be alone Yeah we were born to be alone But why we still looking for love 사랑은 slippin’ and fallin’ 사랑은 killin’ your darlin’ 아프다 아물면 또 찾아오는 이 겁 없는 떨림 들리지 않아 what you say 이 아픔이 난 행복해 나를 불쌍해 하는 네가 내 눈엔 더 불쌍해 We are the lovesick girls 네 멋대로 내 사랑을 끝낼 순 없어 We are the lovesick girls 이 아픔없인 난 아무 의미가 없어 Lovesick girls 모두 결국 떠나가고 Lovesick girls 내 눈물이 무뎌져도 Lovesick girls 아프고 또 아파도 Lovesick girls But we’re still looking for love"
2020,BLACKPINK,THE ALBUM,Pretty Savage,"TEDDY, LØREN, Vince, Danny Chung",비슷한 것 같지 우린 뼛속까지 다름 아이 창피하다가도 멍석 깔면 바름 Born skinny bish 암만 살쪄도 난 마름 계산은 느려도 눈치는 빠름 인기를 논하자면 안 해 입만 아픔 F boys not my boys 싹둑싹둑 자름 우리 이름 틀린다면 뚜두뚜두 맞음 Drip drip ice it out bust it down top to the bottom 검은색 분홍빛이 All up in it make it lit like Yeah we some bishes you can’t manage 또 이 어려운 걸 해내지 우린 예쁘장한 savage We some 예쁘장한 savage You better run run run You better run run run All my diamonds they yellow or bright white Got’em blind can’t find me I’m outta sight If you mad stay mad we not alike S A V A G E keep it pretty pretty savage 비슷한 걸 걸쳤지만 자태부터 다름 짠 하고 나타나면 카펫부터 깔음 Black 했다 Pink 했다 내 맘대로 바꿈 네 질투가 문제야 maybe I’m the problem 검은색 분홍빛이 All up in it make it rain like Yeah we some bishes you can’t manage 또 이 어려운 걸 해내지 우린 예쁘장한 savage We some 예쁘장한 savage You better run run run You better run run run All my diamonds they yellow or bright white Got’em blind can’t find me I’m outta sight If you mad stay mad we not alike S A V A G E keep it pretty pretty savage Pretty girl 웃어주지만 마냥 약하진 않아 And I wish you would 비바람이 불수록 더 높이 날아 I got nothin’ left to say to you 원하면 보여줄게 attitude 굳이 말 안 해도 다 알잖아 (You know) Savage 봐도 봐도 예쁘장한 Savage so pretty pretty pretty pretty Savage 봐도 봐도 예쁘장한 Savage so pretty pretty pretty pretty
2020,BLACKPINK,THE ALBUM,Bet You Wanna (Feat. Cardi B),"Tommy Brown, Steven Franks, Ryan Tedder, Melanie Joy Fontana, Belcalis Almanzar, Torae Carr, Jonathan Descartes","BLACKPINK Cardi Tell me where you wanna go I’ll meet you with my bags at the door (Ah I’m gon’ make you go blind Every time I walk my hips they don’t lie) Take me to your paradise ‘Cause I don’t wanna wait anymore (Ah I’ll say it one more time Every time I walk my hips they don’t lie) You wanna touch wanna touch Of course you wanna You wanna run with my love I know you wanna From the club to the tub You said you wanna Give me an all night hug I bet you wanna I bet you wanna I bet you wanna I bet you I bet you I bet you wanna, I bet you wanna, I bet you wanna Something bout me’s takin you higher And you ain’t ever gonna come down (You ain’t ever, you ain’t ever) I’m lighting your fire And it ain’t ever gonna go out (It ain’t ever, it ain’t ever) Take the car keys Drive me crazy Cardi a good catch But you gotta chase me Grab my waist line but don’t ever waste me Turn on please me but don’t ever play me One of a kind You can’t replace me Time to shine I bust down the AP The stakes is higher Let’s do what we both desire On god like I’m in the choir I bet you if you make me sweat I’ll still be on fire You wanna touch wanna touch Of course you wanna You wanna run with my love I know you wanna From the club to the tub You said you wanna Give me an all night hug I bet you wanna I bet you wanna I bet you wanna I bet you I bet you I bet you wanna, I bet you wanna, I bet you wanna Something bout me’s takin you higher And you ain’t ever gonna come down (You ain’t ever, you ain’t ever) I’m lighting your fire And it ain’t never gonna go out (It ain’t ever, it ain’t ever) If you want me Better bet higher Wanna look down Up in the sky ahh (Higher higher higher higher high Boy better take it up so damn high) Lookin so thick Make you desire I’m a whole bit Keep you up higher (Higher higher higher higher high) Something bout me’s taking you higher And you ain’t ever gonna come down (You ain’t ever, you ain’t ever) I’m lighting your fire And it ain’t ever gonna go out (It ain’t ever, it ain’t ever) Something bout me’s taking you higher And you ain’t ever gonna come down (You ain’t ever, you ain’t ever) Bet you wanna love this ahhh"
2020,BLACKPINK,THE ALBUM,Crazy Over You,"TEDDY, Bekuh BOOM, Danny Chung","I been known to kiss and tell Send girls to wishing wells If you’re my man I want you to myself I know I’ll have enemies Long as you’re into me But I don’t care cause I got what I need Oh yeah Need to get with the program Boy I keep you close like slow dance Hit you with that red don’t go there, no no man Met him Then get him I make sure we stay Got the venom To dead him If he want a snake I mean sneak I mean play hide and seek Know that I’m gonna find you Make sure you get left or you leave I saw you And knew what I was trying to do I had to play it real real smooth And once I finally made my move I went crazy over you Over you only you I went crazy over you Like eee eee eee Feels wrong but it’s right, right Blacked out no night light Pinked out like fight night Maxed out of my mind and the price right, Might buy, might bite Never the regular degular Would clean my mess up But I rather mess it up Simple is so so, I need that oh no Don’t you know I’m loco I saw you And knew what I was trying to do I had to play it real real smooth And once I finally made my move I went crazy over you Over you only you I went crazy over you Like eee eee eee Boy by the time I’m done I won’t be the only one Acting like you made me You can’t blame me Swear once you get a taste You gon’ take my place And you’ll love me crazy Sound the alarms Imma be mad ‘till you get me back in them arms Charge Give me all you got Go insane with it better love hard Love me like crazy I love you crazy"
2020,BLACKPINK,THE ALBUM,Love To Hate Me,"Tushar Apte, Rob Grimaldi, Chloe George, Steph Jones, Danny Chung","Love How you love to hate me Kinda sad that you always been like that See me making waves and you don’t like that Driving through your puddles goin’ splish splash (splish splash splish splash) Stressing over nothing baby relax While you gettin’ angry Imma kick back Only thing I think about is big stacks (racks racks) Negative days negative nights Baby you’re wasting all your time I can’t relate I keep it light No no no drama in my life Wake up yeah Makeup maybe I need you nah I been good lately Blowin’ up Workin’ busy You ain’t worth my love If you only love to hate me Love l- l- love l- l- love How you love to hate me Love l- l- love l- l- love You ain’t worth my love if you only love to hate me Imma let you fade into the background Baby all my shows are gettin’ too loud Keep on turin’ it up when you want me down Negative days negative nights Baby you’re wasting all your time I can’t relate I keep light No no no drama in my life Wake up yeah Makeup maybe I need you nah I been good lately Blowin’ up Workin’ busy You ain’t worth my love If you only love to hate me Love l- l- love l- l- love How you love to hate me Love l- l- love l- l- love You ain’t worth my love if you only love to hate me Love to hate me, you hate to love me I’m takin back what you’ve taken from me You’re mistaken honey, this something that Remind me why I be alone, on my own If I needed you I’d have you, that I know.... Hold up I could do bad by myself, don’t need help One of a kind, the hand that I was dealt, like oh well Felt .... Cupid was stupid, I should have knew it Cause I been through it, you wouldn’t do it if it ain’t foolish, stupid You ain’t worth my love If you only love to hate me Love l- l- love l- l- love How you love to hate me Love l- l- love l- l- love You ain’t worth my love if you only love to hate me Love l- l- love l- l- love How you love to hate me Love l- l- love l- l- love You ain’t worth my love if you only love to hate me"
2020,BLACKPINK,THE ALBUM,You Never Know,"LØREN, Bekuh BOOM",애써서 활짝 웃었던 날에 밤은 왜 더 어두울까 It keeps bringing me down down down 모두 너무 쉽게 내뱉던 말 아마 들리겠지 머지않아 I've heard enough I’ve heard enough Of the things that I'm not 온 세상이 바뀌어가도 아직 나는 그대론 걸 내가 걸어가는 이 길을 꿈꾸던 그때 그대로 그때 그대로 내 매일을 춤추던 처음 그 자리에 남아 있는 걸 But you'll never know unless you walk in my shoes You'll never know 엉켜버린 내 끈 'Cause everybody sees what they wanna see It's easier to judge me than to believe 깊이 숨겼던 낡은 생각들 가끔 나를 잡고 괴롭히지만 그럴수록 Imma shine baby You know they ain't got a shot on me Sunday night I've been swallowed by my bed I’ve been all over my head Wonderin’ if I gotta trying pretend 나도 잘 모르는 날 누가 알아주길 기대하는 내 모습을 찾을까 두려워 저 빛이 더 밝아질수록 내 그림자도 길어지는데 너무 눈이 부셔올 때 난 뒤를 볼 수 있을까 온 세상이 바뀌어가도 아직 나는 그대론 걸 내가 걸어가는 이 길을 꿈꾸던 그때 그대로 그때 그대로 내 매일을 춤추던 처음 그 자리에 남아 있는 걸 But you'll never know unless you walk in my shoes You'll never know 엉켜버린 내 끈 'Cause everybody sees what they wanna see It's easier to judge me than to believe 깊이 숨겼던 낡은 생각들 가끔 나를 잡고 괴롭히지만 그럴수록 Imma shine baby You know they ain't got a shot on me 가라앉으면 안 돼 나도 잘 알아 땅만 보는 채론 날 수 없어 구름 건너편엔 아직 밝은 해 내가 그려왔던 그림 속에 찢어버린 곳들까지 다 비워내고 웃을 수 있게 보기 싫었던 나와 마주할래 난 기억해 So I'll be okay 파란 내 방 한가득 꽃이 피게 I'll always be waiting But you'll never know unless you walk in my shoes You'll never know 엉켜버린 내 끈 'Cause everybody sees what they wanna see It's easier to judge me than to believe 깊이 숨겼던 낡은 생각들 가끔 나를 잡고 괴롭히지만 그럴수록 Imma shine baby You know they ain't got a shot on me
2020,Lady Gaga & BLACKPINK,Sour Candy,Sour Candy,,Sou-sour candy Sou-sour candy I'm sour candy So sweet then I get a little angry yeah Sour candy yeah yeah yeah yeah yeah I'm super psycho Make you crazy when I turn the lights low Sour candy yeah yeah yeah yeah Ask me to be nice and then I'll do it extra mean 뜻밖의 표정 하나에 넌 당황하겠지 비싼 척이란 말들로 날 포장한 건 너야 너야 If you wanna fix me then let's break up here and now 거리낌 없는 눈빛에 넌 거릴 두니까 툭 까보면 어김없이 소릴 질러 wow Uh-huh uh-huh Oh I'm hard on the outside But if you give me time Then I could make time for your love I'm hard on the outside But if you see inside inside inside I might be messed up But I know what's up You want a real taste At least I'm not a fake Come come unwrap me Come come unwrap me I'll show you what's me Close your eyes don't peek Now I'm undressing Unwrap sour candy Come come unwrap me Come come unwrap me Come on sour candy Oh I'm hard on the outside But if you give me time Then I could make time for your love I'm hard on the outside But if you see inside inside inside I'm sour candy So sweet then I get a little angry yeah Sour candy yeah yeah yeah yeah yeah I'm super psycho Make you crazy when I turn the lights low Sour candy yeah yeah yeah yeah Take a bite take a bite S-sour candy Sour candy Take a bite take a bite Uh S-sour candy Take a bite take a bite S-sour candy Sour candy Take a bite take a bite Uh Sour candy
2015,TWICE,THE STORY BEGINS,OOH-AHH하게,"Sam Lewis, 블랙아이드필승",모두 나를 가지고 매일 가만 안 두죠 내가 너무 예쁘죠 나 때문에 다 힘들죠 어딜 걷고 있어도 빨간 바닥인거죠 Red carpet 같은 기분 모두 날 쳐다 보죠 oh 어떤 사람은 어머님이 누구냐고 신선하게 말 걸어도 아무 느낌이 안 들죠 하지만 나도 누군가 하고 사랑에 빠져보고 싶어 Baby 잘 들어요 내 Boy 단 한번도 느껴본 적 없는 걸 알게 해주는 (사람 기다리고 있는 걸) 얼마가 돼도 기다리고 싶어 I just wanna fall in love 어떻게 내가 움직일 수 없게 날 Ooh Ahh Ooh Ahh 하게 만들어줘 가짜 가짜 진심 없는 가짜 잘 가 잘 가 Huh (OOH-AHH하게) 어떻게 이제 더 할말이 없게 날 Ooh Ahh Ooh Ahh 하게 만들어줘 Bla La La La 말만하지 말고 느껴지게 Huh (OOH-AHH하게) 날 봐 거봐 또 두 번 봐 한번 지나치고 등을 돌려 쳐다봐 (TWICE) 어딜 가더라도 항상 민 낯 하지만 내가 제일 빛나 낮은 신발 신어도 가치는 High 머릿속엔 늘 영화 속 같은 La La La 장면들이 지나가네 생각만해도 떨리네 yeah 이제는 나도 누군가 하고 사랑에 빠져 보고 싶어 Baby 잘 들어요 내 Boy 단 한번도 느껴본 적 없는 걸 알게 해주는 (사람 기다리고 있는 걸) 얼마가 돼도 기다리고 싶어 I just wanna fall in love 어떻게 내가 움직일 수 없게 날 Ooh Ahh Ooh Ahh 하게 만들어줘 가짜 가짜 진심 없는 가짜 잘 가 잘 가 Huh (OOH-AHH하게) 어떻게 이제 더 할말이 없게 날 Ooh Ahh Ooh Ahh 하게 만들어줘 Bla La La La 말만하지 말고 느껴지게 Huh (OOH-AHH하게) 아무하고 만나 시작하기 싫어 쉽지 않은 여자 그게 나인걸 Let me see How you gon treat me I ain't no easy Better think about it TWICE Let me see How you gon treat me I ain't no easy Better think about it TWICE 어떻게 내가 움직일 수 없게 날 Ooh Ahh Ooh Ahh 하게 만들어줘 가짜 가짜 진심 없는 가짜 잘 가 잘 가 Huh (OOH-AHH하게) 어떻게 이제 더 할말이 없게 날 Ooh Ahh Ooh Ahh 하게 만들어줘 Bla La La La 말만하지 말고 느껴지게 Huh (OOH-AHH하게) (OOH-AHH하게)
