가수,앨범,제목,발매일,작사가,가사,
엑소,The 1st Album XOXO (KISS＆HUG),Let Out The Beast,2013.06.03.,이현규,"신사 숙녀 여러분 티켓 들고 왔나요 여기로 여기로 줄을 서봐요 걱정 말아요 여기 편히 앉아요 자꾸 시곈 왜 봐요 끝까지 봐요 자! 지금부터 Lose control 노래가 들리면 춤춰 폭발할 것 같은 너의 에너지 나는 멈출 수가 없어 오랫동안 숨겨왔었던 속에 있는 야수를 풀고 천방지축 아이 같은 난 절대 길들일 수 없어 무대 위로 조명이 나를 비추면 나를 보는 사람 모두 빠져 무대 위로 조명이 나를 비추면 눈빛 하나까지 놓치지마 숨겨둘 수 없는 본능 You know I'm gonna let out the beast! 너도 느끼잖아 You know you wanna let out the beast! 시작한다 Show time. Let out the beast! 크게 소리쳐봐 Let out the beast! 이제 모두다 Let out the beast! x3 여기 저기 터지는 Flash! 나의 스타일은 Hot! 좀 Fresh! 거친 숨소리로 여태껏 경험하지 못한 걸 우리가 Still in control 음악은 중독이 되고 턱 끝에 고인 땀방울까지 넌 눈을 뗄 수 없어 억눌렀던 너의 가슴에 잠겨 있는 사슬은 풀고 저 달이 사라질 때까지 절대 멈출 수는 없어 무대 위로 조명이 나를 비추면 나를 보는 사람 모두 빠져 무대 위로 조명이 나를 비추면 눈빛 하나까지 놓치지마 숨겨둘 수 없는 본능 You know I'm gonna let out the beast! 너도 느끼잖아 You know you wanna let out the beast! 시작한다 Show time. Let out the beast! 크게 소리쳐봐 Let out the beast! 이제 모두다 Let out the beast! x3 나는 널 가질래 그만 도망가 물지 않아 끝까지 당기되 놓치는 건 절대 안돼 사실은 뭐 You know that I know 넌 빠져나갈 기회가 없어 난 이미 벌써 자, 이제 시작해 그대의 맘을 뺏을 차례 Now right! (Right!) Left! (Left!) 왼쪽을 보며 Now Step! Step! Now right! (Right!) Left! (Left!) 뒤돌아서 자 Now Step! Step! (You got me going crazy girl, you got me going crazy, got me going crazy) 내 속 야수가 달려들어도 놀라지마 SHOW 끝까지 달려 Hey! Hey! 날 지배한 느낌 싸울 수 없어 나는 Let out the beast! Let out the beast! Hey! Yeah! Yeah! Yeah! Let it out! 무대 위로 조명이 나를 비추면 가둬뒀던 나를 풀어 놓을 거야 (I will show it to my world. Let it out! Let it out!) 무서워 말고 Let out the beast! 자신을 갖고 Let out the beast! 움직여 Let out the beast! x3 무서워 말고 Let out the beast! 자신을 갖고 Let out the beast! 소리쳐 Let out the beast! x3",
엑소,The 1st Album XOXO (KISS＆HUG),3.6.5 ,2013.06.03.,조윤경,세 번 까진 부딪혀 봐 여섯 번쯤 울지라도 다섯 번 더 이겨내면 끝이 보이기 시작해 조급하게 달릴 수록 중요한 걸 놓칠 뿐야 네게 좀 더 시간을 줘 숨을 고를 수 있게 해 늘 같은 곳에서 떠오는 태양처럼 3-6-5 난 매일 아침 잠든 널 깨우며 하룰 시작해 3-6-5 1분 1초의 틈도 없을 만큼 함께 할 거야 oh oh oh oh- 3-6-5 네 손을 잡고 oh oh oh oh- 3-6-5 놓지 않을게 소리 내어 세 번 웃고 여섯 곡의 노랠 들어 다섯 시간 자고 나면 다 별거 아닌 게 될 거야 난 너를 지키는 저 빛의 기사처럼 3-6-5 너의 앞에서 오직 너를 이유로 검을 휘둘러 3-6-5 마치 널 위해 태어난 것 같은 매일을 살게 oh oh oh oh- 3-6-5 어떤 아픔도 oh oh oh oh- 3-6-5 널 비껴가게 널 시험할 운명들이 눈물을 부를 때 언제라도 난 기적처럼 네 앞에 나타날게 3-6-5 너의 뒤에서 절대 너를 위한 매일을 살게 3-6-5 마치 널 위해 태어난 것 같은 하룰 채우며 oh oh oh oh- 3-6-5 어떤 아픔도 oh oh oh oh- 3-6-5 널 비껴가게 3-6-5 너를 지킬게,
엑소,The 1st Album XOXO (KISS＆HUG),Heart Attack,2013.06.03.,Misfit,눈이 멀어 처음부터 어떤 빛도 무색케 할 반짝임 너는 강한 flashlight 아직까지 너의 모습 길이길이 초르스름한 잔상으로 남아 flash back 긴 미로 속을 걸었어 널 닮은 환영 사이로 손 닿을 듯한 네 모습 허공에 손을 저으며 머릿속에 담아 둔 단 하나는 only you 꼭 현실 같은 환상에 난 미쳐가는 중 oh no no 아니겠지 진짜 넌 아니겠지 맘 조마조마 졸이면서 다가가는 순간 순간 Heart Attack 이 시간의 끝 날 압도하는 세상 가장 황홀한 느낌의 Heart Attack 이 숨이 멎어도 좋을 만큼 넌 가까워  Heart Attack 기다림의 끝 터질 것 같던 내 심장을 조용히 움켜쥔 고요함 이 숨이 멎어도 좋을 만큼 평화로워 지금 이렇게도 눈부심이 사라지고 아무것도 똑같지가 않았어 라고 또 공기들은 정체되고 굳어버려 숨을 쉴 수 조차 없었어 라고 너에게 말을 걸었어 들리는지 모르지만 그 목소리에 놀라 넌 뒤돌아보긴 했지만 초점 흔들리는 눈 내겐 중요한 질문 어쩌면 나 자신도 아직 믿기 힘든 듯 oh no no 아니겠지 진짜 넌 아니겠지 그 조그마한 네 얼굴이 손에 닿는 순간 순간 Heart Attack 이 시간의 끝 날 압도하는 세상 가장 황홀한 느낌의 Heart Attack 이 숨이 멎어도 좋을 만큼 넌 가까워  Heart Attack 기다림의 끝 터질 것 같던 내 심장을 조용히 움켜쥔 고요함 이 숨이 멎어도 좋을 만큼 평화로워 지금 믿어도 되겠니 꿈이라면 나 이렇게 아프지 않을 거야 하얗게 빛나는 너를 안고 이대로 모든 게 멈춘다면 순간 Heart Attack 이 시간의 끝 날 압도하는 세상 가장 황홀한 느낌의 Heart Attack 이 숨이 멎어도 좋을 만큼 넌 가까워  Heart Attack 기다림의 끝 터질 것 같던 내 심장을 조용히 움켜쥔 고요함 이 숨이 멎어도 좋을 만큼 평화로워 지금,
엑소,The 1st Album XOXO (KISS＆HUG),피터팬 (Peter Pan),2013.06.03.,홍지유,낡은 일기장 먼지를 털어내 문득 펼친 곳 그 속엔 해맑게 네가 있어 아직 넌 그대로 여기 남아있어 잊고 지냈던 그림이 떠올라 작은 떨림이 내 몸에 샘솟아 좀 서글프긴 해 그때로 돌아갈 수 없는 게 * 널 찾아간다 추억이 보낸 팅커벨 따라나섰던 Neverland 그 곳에 내가 너와 바라보며 웃고 있어 난 영원한 너의 피터팬. 그 시간에 멈춘 네 남자 서툴지만 너무 사랑했던 나의 너에게 다녀가 널 많이 괴롭혔던 짓궂은 악당 모두 물리쳐준 기억이 생생해 그 순간부터 너의 맘을 얻고 나눈 키스까지 내 맘은 항상 구름 타고 날았지 너는 웬디 신데렐라보다 예뻤지 가슴 뛰게 만든 단 한 사람 널 느끼니까 두 눈이 빛나 널 찾아간다 추억이 보낸 팅커벨 따라나섰던 Neverland 그 곳에 내가 너와 바라보며 웃고 있어 난 영원한 너의 피터팬. 그 시간에 멈춘 네 남자 서툴지만 너무 사랑했던 나의 너에게 다녀가 (함께했지만 잡고 싶지만 손 내밀지만 Oh! 넌 멀어져 가 떠나지 마 그때 내가 있잖아 여기 Oh! 어디 있을까) 분홍빛 감도는 얼굴 구름 위를 걷는 기분 Baby boo! 내 가슴이 두근거렸던 그림 같던 You! 그때 너의 눈은 살며시 웃어줬던 것처럼 지금도 내 마음의 한 켠에 열린 창문에 네가 날아와준다면 내 동화 속 담아 논 널 여전히 맴도는 Sweety girl! 아직도 떨려 가슴 한켠 너 없는 이곳은 외로운 섬 내 기억 속 적어 논 널 지워지지 않는 Pretty girl! 아직도 설레여 가슴 한켠 너 없는 이곳은 시계의 태엽 도는 사이 얼마나 달라졌을까 널 써내려간 마지막 한 장을 넘겼지만 더 읽어낼 용기가 안나 슬픈 글은 지워낼 거야 우리 얘긴 끝이 아닐 거야. 다시 만나볼 테니까,
엑소,The 1st Album XOXO (KISS＆HUG),Baby,2013.06.03.,KENZIE,"내가 눈감아 기도한 이 순간이 그대 에인 맘을 안아줄게 천천히 오늘이 한번의 Chance 나 내딛는 첫 걸음 약속 할게 잘 할거야 기대만큼 나 역시 행복하게 우리 둘 만의 꿈 그 첫 걸음 내 눈이 왜 이리 눈부셔 하게 돼 심장이 왜 이리 미친 듯 뛰게 해 숨 가빠 오지만 내겐 너무 소중해 잊지마 ** 맨 처음 네 꿈, 네 말, 그 눈물보다 진한 또 천국의 넥타보다 달콤했던 Yes, you are my baby baby baby, baby baby baby *** 약속해 나 멈추지 않을게 그대만 보며 내가 눈 감아 기도한 이 순간이 그 얼마나 손 꼽아왔던 그 날인지 오늘이 한번의 Chance 나 내딛는 첫 걸음 쉽지 않을 거야 알아 떨어진 시간만큼 멀어져서 낯선 그 얼굴 날 슬프게 해 내 눈이 왜 이리 눈부셔 하게 돼 심장이 왜 이리 미친 듯 뛰게 해 숨 가빠 오지만 내겐 너무 소중해 잊지마 맨 처음 네 꿈, 네 말, 그 싱그럽던 여름 또 천국의 남쪽 보다 찬란했던 Yes, you are my baby baby baby, baby baby baby *** 약속해 나 멈추지 않을게 그대만 보며 너무 바보 같다는 걸 나도 잘 알아 너 밖에 모르게 된 이런 내가 낯설어 지금 내딛는 첫 걸음을 따라 girl, please come closer 나의 천국인 그대만 바라볼 수 있게 ** 맨 처음 네 꿈, 네 말, 그 눈물보다 진한 또 천국의 넥타보다 달콤했던 Yes, you are my baby baby baby, baby baby baby  가슴 깊숙이 빠졌어 너만이 전부란걸, 천국이란걸 baby baby baby, baby baby baby 약속해 그대도 나만 보며 나만 사랑해",
엑소,The 1st Album XOXO (KISS＆HUG),My Lady,2013.06.03.,김부민,"She's my baby 새하얀 그 손 끝에 녹아버린 쇼콜라떼 You're walking into my door, oh yeah! She's my lady 눈부신 니 입술에 빠져버린 나는 노예 I'm running into your heart, oh yeah! 좀 더 널 내게 보여줘 (Don't lie) 솔직해진다면 (It's gonna be easy) 단 한 번도 느낄 수 없던 달콤한 하모니 Don't be too late! * 친구가 아냐 남자이고 싶어 너에겐 어떤 사람이 아냐 오직 단 한 사람, 널 지켜줄 ** 친구가 아냐 이미 처음 널 본 그 순간부터 그냥 하는 말 아냐 Lady! 오직 난 너만을 테이블 위로 잔뜩 흩어버린 어지럽게 쏟아버린 흔들어버린 서툰 사랑 고백 Are you ready for love? Diamond보다 더 아름다운 훔치고 싶은 그 눈동자 그 속에서 오직 널 꿈꾸고 싶어 모른척 하지마 고갤 들어 나를 봐 내 눈 피하지마 절대 포기 못해 널 좀 더 가까이 다가와 (Don't stop!) 널 감싸 안으면 (Everything's alright) 내 귓가를 간지럽히듯 흐르는 멜로디 Don't be too late * 친구가 아냐 남자이고 싶어 너에겐 어떤 사람이 아냐 오직 단 한 사람, 널 지켜줄 ** 친구가 아냐 이미 처음 널 본 그 순간부터 그냥 하는 말 아냐 Lady! 오직 난 너만을  친구가 아냐 My lady 그냥 하는 말 아냐 Lady, 오직 내 사랑을 She's my baby 새하얀 그 손 끝에",
엑소,The 1st Album 'XOXO (Kiss&Hug)' Repackage,으르렁,2013.08.05.,서지음,"yo, okay (sexy) 나 혹시 몰라 경고하는데(잘들어) 지금 위험해(so dangerous) 자꾸 나를 자극하지마 (큰일나) 나도 날 몰라 숨이 자꾸 멎는다 네가 날 향해 걸어온다 나를 보며 웃는다 너도 내게 끌리는지 눈앞이 다 캄캄해 네가 뚫어져라 쳐다볼 땐 귓가에 가까워진 숨소리 날 미치게 만드는 너인걸 아무도 널 못 보게 품에 감추고 싶어 널 노리는 시선들 내 안에 일어난 거센 소용돌이 검은 그림자 내 안에 깨어나 널 보는 두 눈에 불꽃이 튄다 그녀 곁에서 모두 다 물러나 이젠 조금씩 사나워진다 나 으르렁 으르렁 으르렁 대 나 으르렁 으르렁 으르렁 대 나 으르렁 으르렁 으르렁 대 너 물러서지 않으면 다쳐도 몰라 날이 선 눈빛과 베일듯한 긴장감 지금 탐색 중이야 너의 주위를 babe oh 넌 그냥 그대로 있어 나만을 바라보면서 절대 널 보내지 않아 두고 봐 babe 흐린 공간속에서 선명하게 빛나는 널 노리는 시선들 내 안에 울리는 경보 울림소리 검은 그림자 내 안에 깨어나 널 보는 두 눈에 불꽃이 튄다 그녀 곁에서 모두 다 물러나 이젠 조금씩 사나워진다 나 으르렁 으르렁 으르렁 대 나 으르렁 으르렁 으르렁 대 나 으르렁 으르렁 으르렁 대 너 물러서지 않으면 다쳐도 몰라 E X O 또 다른 늑대들이 볼세라 너무나 완벽한 내 여자라 품속엔 부드럽게 너를 안고 너만을 위해서 나는 난폭해지고 결국엔 강한 자가 얻게 되는 미인 자리가 없으니까 그냥 돌아가 I win 가능성 제로야 닳으니까 그만 봐 그녀를 넘본다면 나를 먼저 넘어봐 우리 말곤 하나둘씩 지워버리자 너하고 나만 여기 남아 멈춰진 듯이 워 검은 그림자 내 안에 깨어나 널 보는 두 눈에 불꽃이 튄다 그녀 곁에서 모두 다 물러나 이젠 조금씩 사나워진다 나 으르렁 으르렁 으르렁 대 나 으르렁 으르렁 으르렁 대 나 으르렁 으르렁 으르렁 대 너 물러서지 않으면 다쳐도 몰라 나 으르렁 으르렁 으르렁 대 나 으르렁 으르렁 으르렁 대 나 으르렁 으르렁 으르렁 대 너 물러서지 않으면 다쳐도 몰라",
엑소,The 1st Album 'XOXO (Kiss&Hug)' Repackage,XOXO,2013.08.05.,Misfit,"XOXO XOXOXOXO yeah 살며시 입맞춘 X는 kiss 동그랗게 안은 O는 hug 혹시 벌써 알고 있을까 oh 하루하루 몰래 쓴 편지 그렇게 끄트막에 적었지 그래봤자 준 적 없지만 ah~ 그래 요새 넌 어때 별일 없었어 참 뻔한 말들만 머릿속을 스쳐 사실 내 맘은 깊어 deeper than the sea 꼭 하고 싶던 말 그건 be with me 생각하다 잠들면 (내 꿈속) 팔을 벌려 따뜻한 (내 품속) 너를 XOXO 품에 안아 XOXO 조마조마 간절한 (그만큼) 네게 닿을 듯 한 (그 입맞춤) 너를 XOXO 매일 꿈에 XOXO Give me XOXO L.O.V.E You're my XOXO L.O.V.E 나와 있을 때 넌 편안해 시도 때도 없이 장난해 하얀 웃음 웃을 때 마다 ah~ 그런 네 마음은 Yes or No 내게 사인을 줘 X or O 재미없어 기다리는 건 yeah 한번 용기 내 전해줘야 할지 투박한 손글씨 부끄러운 편지 이 네 글자로 말하긴 많이 부족해 남자답게 행동을 보일게 생각하다 잠들면 (내 꿈속) 팔을 벌려 따뜻한 (내 품속) 너를 XOXO 품에 안아 XOXO 조마조마 간절한 (그만큼) 네게 닿을 듯 한 (그 입맞춤) 너를 XOXO 매일 꿈에 XOXO 너를 원해 XO 내겐 오직 너 내겐 오직 너 내 내겐 오직 너 너를 위한 XO 나를 받아줘 나를 받아줘 나 나를 받아줘 눈이 부셔 내 앞에 반쯤 감긴 사랑스런 네 눈을 비춘 달님 말해줄래 꼭 이게 시작이라고 like whoa, let's go baby every night 생각하다 잠들면 (내 꿈속) 팔을 벌려 따뜻한 (내 품속) 너를 XOXO 품에 안아 XOXO 조마조마 간절한 (그만큼) 네게 닿을 듯 한 (그 입맞춤) 너를 XOXO 매일 꿈에 XOXO Give me XOXO L.O.V.E You're my XOXO L.O.V.E yeah baby, oh~ XOXO oh~ 둘이서, oh yeah~",
엑소,The 1st Album 'XOXO (Kiss&Hug)' Repackage,Lucky,2013.08.05.,김이나,"같은 나라에 태어나서 같은 언어로 말을 해서 참 행운이야, 참 다행이야 세상에 당연한 건 없어 괜찮은 옷을 입었던 날 그렇게 너를 만났던 건 lucky 나 착하게 살아서 그래 너의 이름을 부르고 너의 손을 잡아도 되는 나 부서지는 햇살은 나만 비추나 나 이렇게 행복해도 돼? 나의 이름을 부르고 나의 어깨에 기대 오는 너 저 하늘의 햇살은 너만 비추나 너 그렇게 눈부셔도 돼? so lucky, my love so lucky to have you so lucky to be your love, i am. hmm 같은 색깔을 좋아하고 같은 영화를 좋아하는걸 lucky 운명 같은 사랑인거야 너의 이름을 부르고 너의 손을 잡아도 되는 나 부서지는 햇살은 나만 비추나 나 이렇게 행복해도 돼? 나의 이름을 부르고 나의 어깨에 기대 오는 너 저 하늘의 햇살은 너만 비추나 너 그렇게 눈부셔도 돼? so lucky, my love 사진 속의 환한 미소와 너와 나의 환상의 조화 I think I’m a lucky guy 너무 좋아 우린지금 꿈속의 동화 Oh My God! 제일 듣기 좋은 pop-Pop 그녀 목소린 날 녹여 like ice cream 그 모습 마치 그림 나의 처음이 너라서 이 노래 주인공이 너라서 나 이렇게 웃잖아 너만 보라구 너 지금 나만 보고 있니? 내게 꿈이 또 생겼어 더 멋진 남자가 되겠어 날 보는 네 두 눈은 그 무엇보다 날 다시 뛰게 만드니까 so lucky, my love So lucky to have you So lucky to be your love, I am. hmm~",
엑소,겨울 스페셜 앨범 '12월의 기적 (Miracles in December)',12월의 기적,2013.12.09.,윤사라,보이지 않는 널 찾으려고 애쓰다 들리지 않는 널 들으려 애쓰다 보이지 않던 게 보이고 들리지 않던 게 들려 너 나를 떠난 뒤로 내겐 없던 힘이 생겼어 늘 나밖에 몰랐었던 이기적인 내가 yeah 네 맘도 몰라줬던 무심한 내가 이렇게도 달라졌다는 게 나조차 믿기지 않아 네 사랑은 이렇게 계속 날 움직여 난 생각만 하면 세상을 너로 채울 수 있어 음~ 눈송이 하나가 네 눈물 한 방울이니까 단 한 가지 못하는 것은 널 내게로 오게 하는 일 이 초라한 초능력 이젠 없었으면 좋겠어 우~ 늘 나밖에 몰랐었던 이기적인 내가 네 맘도 몰라줬던 무심한 내가 이렇게도 달라졌다는 게 나조차 믿기지 않아 네 사랑은 이렇게 계속 날 움직여 시간을 멈춰 네게 돌아가 추억의 책은 너의 페이지를 열어 난 그 안에 있어 오~ 너와 함께 있는 걸 아주 조그맣고 약한 사람이 너의 사랑이 이렇게 모든 걸 (내 삶을 모두) 바꾼 걸 (세상을 모두) 오~ 사랑이 고마운 줄 몰랐었던 내가 오~ 끝나면 그만인 줄 알았던 내가 오~ 너 원했던 그 모습 그대로 날마다 나를 고쳐 가 내 사랑은 끝없이 계속될 것 같아 시간을 멈춰 (오! 이제 나) 네게 돌아가 (네게 돌아가) 추억의 책은 (오! 오늘도) 너의 페이지를 열어 난 그 안에 있어 오~ 그 겨울에 와있는걸 보이지 않는 널 찾으려고 애쓰다 들리지 않는 널 들으려 애쓰다,
엑소,겨울 스페셜 앨범 '12월의 기적 (Miracles in December)',Christmas Day,2013.12.09.,Misfit,설렘에 부풀어 눈을 뜨는 아침 선물의 리본끈을 풀어보는 느낌 너를 알아가는 날이면 날마다 거리를 장식한 반짝이는 불빛 그 중에 단연 네 눈에 뜨는 별빛 내 품 안에 녹을 듯이 너는 안겨와 혹시 내 잠결에 다가와있진 않을까 하며 All night 밤새 All night 하얗게 지새 맞이한걸 Just like the Christmas day 손꼽아 기다리던 Just like the Christmas day oh! 널 생각하면 그때 그 시절 어린애처럼 마냥 들뜨곤 해 You're just like Christmas day 길고도 차가운 계절 속에 오직 너만이 코트 속에 남아있는 온기 따뜻한 기억들 만으로 채워지고 (너무나도 따뜻한) 메마른 하늘에서 내린 하얀 기적 이뤄지긴 너무 힘들 것만 같던 꿈 속에도 간절했었던 그 기도~ 음~ Yeah 눈을 뜬 아침에 창문을 덮은 눈처럼 너는 All night 밤새 All night 조용히 쌓여 와있는걸 Just like the Christmas day 손꼽아 기다리던 Just like the Christmas day oh! 널 생각하면 그때 그 시절 어린애처럼 마냥 들뜨곤 해 You're just like Christmas day Just like the Christmas day 손꼽아 기다리던 Just like the Christmas day oh! 널 생각하면 그때 그 시절 어린애처럼 마냥 들뜨곤 해 You're just like Christmas day You're just like Christmas day,
엑소,겨울 스페셜 앨범 '12월의 기적 (Miracles in December)',The Star,2013.12.09.,쏘울풀몬스터,"어둠이 진한 숲을 지나 하얀 별이 내려 온 세상 이미 다 특별할 것도 하나도 없는 밤 나 고갤 든 뒤 나 눈부신 발견해 저기 높은 곳에서 빛나는 별 사슴의 전설은 이젠 뜬구름 잡는 소리 이건 나의 스토리 너 이 세상에서 제일 빛나잖아 (젤 낮은 이 곳까지 비춰) Oh girl 너와 가까이 하고싶은 걸 조금만 (따스한 빛을 나눠줘) 모두 바라보지만 나를 바라본건 아냐 Ladies & Gentlemen 따라라라라따라라라라 모두 너를 보잖아 여기서 가장 밝은 널 Ladies & Gentlemen 따라라라라따라라라라 Tell me about it, shining star! 날 기다리는 듯해 내게 속삭이는 듯해 날 부르는 노래 별의 노래로 (That`s right) 겹겹이 드리워진 시린 세상에 힘겹게 매달린 난 알 수 없는 힘에 이끌려 저 높은 곳의 너를 향해 내달려 너는 너무 멀리 있는 걸 보인데도 잡히지 않아 네게 나를 보낸다 너는 너무 높이 있는 걸 네 별빛은 꿈을 말하고 곁에 있고 싶어 모두 바라보지만 나를 바라본건 아냐 Ladies & Gentlemen 따라라라라따라라라라 모두 너를 보잖아 여기서 가장 밝은 널 Ladies & Gentlemen 따라라라라따라라라라 Tell me about it, shining star Every night you know you always look so fine You're just like a rock star You know how fine you are. Yeah! Ima take you to a secret place Drop the shapes and crank the bass Hey girl, you know how to play (Come play with me) 너는 너무 멀리 있는 걸 보인데도 잡히지 않아 날 기다리는 듯해 내게 속삭이는 듯해 너는 너무 높이 있는 걸 네 별빛은 꿈을 말하고 은하수 빛 속에 모두 바라보지만 나를 바라본건 아냐 Ladies & Gentlemen 따라라라라따라라라라 모두 너를 보잖아 여기서 가장 밝은 널 Ladies & Gentlemen 따라라라라따라라라라 어두운 밤은 No? 따스한 밤은 Yes! 세상이 너를 바라보잖아 Ladies & Gentlemen 따라라라라따라라라라 빛나는 너 네 곁에 있다면 Yes! 나도 너만 바라보잖아 Ladies & Gentlemen 따라라라라따라라라라 Tell me about it, shining star!",
엑소,겨울 스페셜 앨범 '12월의 기적 (Miracles in December)',My turn to cry,2013.12.09.,김영후,악몽을 꿨어요 울던 그대를 안아주기 전에 꿈에서 깨어 버렸죠 서글픈 맘에 커튼을 열어 달빛에 물들인 눈물로 편질 보내요 Remember 그대가 힘들 때면 항상 눈물을 웃음과 바꿨죠 나 없는 곳에선 울지마요 Don't cry 눈물이 많던 그대라서 oh 안돼요 It's my turn to cry 내가 할게요 그대의 눈물 모아 It's my turn to cry 내게 맡겨요 그 눈물까지 This time This time yeah 버릴뻔했던 바랜 사진들 너무 아파서 이젠 볼 수가 없죠 또 잠이 오지 않는 밤 어두운 방안에 눈뜨고 앉아 그대 얼굴 그려요 수줍던 미소와 상냥한 눈동자 안고 싶은데 어떡하죠 나 없는 곳에선 울지마요 Good-bye 이젠 내 어깰 못 빌려요 Oh 안돼요 It's my turn to cry 내가 할게요 그대의 눈물 모아 It's my turn to cry 내게 맡겨요 그 눈물까지 This time 네 눈물까지 This time yeah- 난 (아직) 널 (그대를) 사 (많이) 랑 (사랑한) 해 (나머지) 요 (너무나도 그리워요) 울 (부디) 지 (거기선) 말 (행복) 아요 (해줘요) I'm missing you 안돼요 It's my turn to cry 내가 할게요 그대의 눈물 모아 It's my turn to cry 내게 맡겨요 그 눈물까지 This time 울지마요 Baby It's my turn to cry 내가 할게요 그대의 눈물 모아 It's my turn to cry 내게 맡겨요 그 눈물까지 This time 그 눈물까지 this time 그 눈물까지 This time 그 눈물까지 This time 널 사랑해 yeah 널 사랑해 사랑해 사랑해 울지마요. 내게 맡겨,
엑소,겨울 스페셜 앨범 '12월의 기적 (Miracles in December)',첫 눈,2013.12.09.,KENZIE,"첫눈 오는 이런 오후에 너에게 전화를 걸 수만 있다면 기쁠텐데 벌써 일년이 지났는데 난 아직 미련 가득해서 ＂쓸쓸해＂ 어느새 혼잣말 (시계를 되돌려) 1년 전으로 갈 수 있다면 (마음을 되돌려) 지금 우린 달라졌을까 yeah 바보 같은 소리지, 그래도 만약 너를 만나면 눈물 차 올라 바보 같은 난 아무 말 못해 말해줘 메리 메리 크리스마스, 안녕 잘 지내는거지 눈이 내리면 멍든 가슴이 모두 하얗게 다 덮여지게 될까 미안해 잘해주지 못해 후회만 가득 가득 했던, 그 크리스마스 불빛 가득한 거리거리 혼자 걸었어. 다들 행복해 보여 너는 언제나 공기처럼 있어줄 거란 착각에, 멍청히 보내, 내가 너무 미안해 (너무 흔한 얘기) 지나고 나면 너무 소중해 (항상 지나치지) 왜 그때는 모르는 걸까 지금은 다를 거야 말해주고파 너를 만나면 눈물 차 올라 바보 같은 난 아무 말 못해 말해줘 메리 메리 크리스마스, 안녕 잘 지내는거지 눈이 내리면 멍든 가슴이 모두 하얗게 다 덮여지게 될까 눈물인지 눈 때문인지 점점 너 멀리 멀리 보이던, 그 크리스마스 정말 신기한 일이야 너의 생각만으로 눈물 차 흐르니말야 Tears are falling, falling, falling 다시 너에게로 가고 싶어 무슨 일이든 할 수 있어 지금까지 삶이 모두 사라진다 해도 Girl 너를 만나면 눈물 차 올라 바보 같은 난 아무 말 못해 말해줘 메리 메리 크리스마스, 안녕 잘 지내는거지 Baby girl ooh- yeah- 눈이 내리면 멍든 가슴이 모두 하얗게 다 덮여지게 될까 미안해 잘해주지 못해 후회만 가득 가득 했던, 너를 만나면 눈물 차 올라 (눈물 차 올라) 아무 말 못해 (아무 말 못하는 나 인걸) 말해줘 메리 메리 크리스마스, 잘 지내는거지 눈이 내리면 멍든 가슴이 모두 하얗게 다 덮여지게 될까 눈물인지 눈 때문인지 점점 너 멀리 멀리 보이던, 그 크리스마스",
